Parent 1 Highest Grade,Race,Sex,Self Esteem Score,AFQT Percentile Score,Type of Residence 1983,Average Drinks 2008,Highest Grade,Fam Size 1979,Foreign Language,Library Card,Parent Cohabitation,Number Siblings,First Marijuana Use,Income 2018
-3,3,2,13,74851,11,-4,12,1,0,1,1,4,-4,60000
11,3,2,19,57872,11,4,13,2,0,1,-4,3,17,20000
10,3,1,24,32823,11,4,11,1,1,1,-3,1,15,-5
15,3,1,20,90060,11,-4,16,5,0,1,-4,3,-1,0
12,3,2,19,50181,11,1,14,5,0,1,-4,3,20,58000
12,3,2,24,18919,11,-4,15,5,0,1,-4,4,16,0
12,3,2,22,45548,11,2,12,5,0,1,-4,4,-2,0
9,3,1,19,41128,-4,6,12,5,0,1,-4,4,15,0
12,3,2,17,74682,11,10,12,3,0,1,1,6,20,0
13,3,2,30,91863,11,1,19,1,0,1,1,1,-4,63500
10,3,1,24,82777,-4,-5,12,3,0,1,-4,4,18,-5
9,3,1,18,91974,-4,6,12,3,0,0,-4,3,15,-5
12,3,1,18,78008,11,-4,16,6,0,1,-4,5,15,150000
12,3,2,21,56642,11,1,16,6,0,1,-4,5,13,20000
-4,3,1,26,88649,1,2,18,4,0,1,-4,2,-4,52000
10,3,1,26,38967,-4,4,12,3,0,1,-4,2,16,28000
12,3,1,20,8637,-4,-4,12,4,0,1,-4,1,-4,-5
11,3,1,-3,4654,-4,-5,12,4,0,1,-4,1,-4,-5
10,3,1,24,92432,3,2,16,3,0,1,-4,0,-4,52000
10,3,2,20,93901,3,1,16,5,1,0,-4,2,19,21000
-3,3,2,28,92207,3,-4,16,5,1,0,-4,2,-4,29401
14,3,2,18,47680,11,2,17,4,0,1,-4,2,17,57000
12,3,1,23,59848,-4,3,12,2,0,1,-4,4,17,78000
14,3,1,25,50492,11,-4,17,1,0,1,1,1,17,87000
11,3,2,25,79523,3,1,16,4,0,1,-4,1,14,17000
9,3,2,21,95098,3,-4,15,6,0,1,-4,3,18,38705
9,3,2,-5,13005,17,-5,12,4,0,1,-4,2,-5,-5
10,3,1,21,12979,-4,-4,10,7,0,1,-4,5,-4,0
10,3,2,18,-4,11,5,12,7,0,0,-4,6,-4,8000
9,3,1,17,14817,-4,-4,9,7,0,0,-4,4,16,27000
9,3,2,20,14534,-4,4,12,4,0,1,-4,4,14,0
9,3,2,27,57089,-4,2,18,6,0,1,-4,4,-4,-5
12,3,2,26,12785,11,-4,12,3,1,1,1,3,-4,55000
-4,3,1,16,30405,11,-5,12,1,0,0,1,5,-4,-5
9,3,1,18,3490,11,-4,9,6,1,1,-4,3,13,0
8,3,1,20,1107,11,6,12,6,0,1,-4,3,-4,0
12,3,2,20,44391,11,-4,18,1,0,1,1,2,16,-5
10,3,1,30,37705,17,-5,19,5,0,1,-4,2,-5,-5
8,3,2,22,33724,11,2,17,5,0,1,-4,2,16,78000
9,3,1,17,35297,-4,-5,14,4,0,1,-4,1,16,-5
10,3,1,25,20119,11,-5,13,2,1,1,-4,5,21,-5
10,3,1,-5,55556,-5,-5,10,2,1,0,1,5,-5,-5
10,3,2,29,22295,11,-4,12,6,0,0,-4,4,-5,0
12,3,2,19,39675,11,2,12,3,0,1,-4,2,-4,0
9,3,2,21,12016,11,-4,12,3,0,1,-4,2,16,15000
11,3,2,29,33934,17,-4,12,3,0,1,-4,2,17,0
12,3,2,19,50502,11,-4,16,6,1,1,-4,5,14,140000
10,3,2,15,9648,-4,3,10,5,0,1,-4,6,16,0
12,3,1,28,63556,11,-4,12,3,0,1,-4,6,-4,0
8,3,2,21,10147,-4,-4,12,6,0,1,-4,2,14,0
11,3,2,25,22394,-4,-4,12,6,0,1,-4,7,-4,0
10,3,1,23,53812,3,-5,17,5,0,1,-4,2,-4,-5
11,3,1,29,8601,-4,-4,12,8,1,1,-4,8,-4,0
11,3,1,20,1122,-4,-4,12,8,1,0,-4,8,-4,0
10,3,2,25,25028,11,-4,12,8,0,1,-4,9,-4,0
8,3,1,26,6285,-4,3,12,8,1,0,-4,8,-4,35468
11,3,2,20,38955,11,-4,14,3,0,1,-4,2,-4,0
12,3,2,22,17578,11,8,12,5,0,-3,-4,3,-5,25000
11,3,2,22,69892,17,-4,17,3,0,1,-4,1,18,-5
15,1,1,29,78053,11,-5,18,1,1,1,0,3,22,-5
14,3,1,21,66805,13,-5,15,1,0,0,1,2,-5,-5
11,1,1,29,89195,11,3,13,2,0,1,-4,0,16,0
11,3,2,19,76656,11,-4,14,3,0,1,-4,1,19,-5
13,3,1,20,99384,11,-4,19,6,0,1,-4,3,18,396970
10,3,2,23,93677,3,1,16,6,0,1,-4,3,22,-5
11,3,1,27,98204,3,-5,20,4,0,1,-4,1,-5,-5
9,3,2,29,97927,3,-5,16,4,0,1,-4,1,-5,-5
15,3,1,29,80718,-4,-5,16,4,0,1,-4,2,17,-5
12,3,1,28,83039,11,-5,16,5,0,1,-4,2,-5,-5
11,3,2,27,59352,-4,-5,16,5,0,1,-4,2,-4,-5
8,3,1,23,78493,-4,3,16,5,0,1,-4,2,15,150000
12,3,1,17,90283,11,2,16,7,0,1,-4,5,18,110000
10,3,2,22,90778,3,2,16,1,0,1,-4,5,20,41000
13,3,2,24,80034,11,-5,13,5,0,1,-4,3,19,-5
10,3,2,24,67885,11,3,16,5,0,1,-4,3,16,3000
10,3,1,12,87409,17,3,16,3,0,0,-4,1,19,55000
12,3,2,22,-4,-4,2,18,4,0,1,-4,2,15,71500
9,3,2,29,90260,3,-5,16,5,0,1,-4,4,20,-5
14,3,2,25,98958,11,-5,16,7,0,1,-4,4,-5,-5
16,3,2,24,99426,-4,-5,20,7,0,1,-4,5,-5,-5
14,3,1,27,74984,11,3,16,5,0,1,-4,8,16,396970
13,3,1,27,76418,11,-4,16,4,0,1,-4,7,14,396970
12,3,2,-5,38054,11,1,16,5,0,1,-4,7,16,13000
9,3,2,22,98105,-4,-5,16,6,0,1,-4,3,-5,-5
14,3,1,24,95345,11,1,20,1,0,1,1,1,20,396970
11,3,1,28,97840,-4,-4,18,4,0,1,-4,1,-4,-5
10,3,2,-5,-4,-4,-4,12,9,0,1,-4,7,-4,-5
12,2,2,18,9938,11,-4,12,4,0,1,-4,5,18,0
10,3,1,21,33068,-4,5,9,4,0,1,-4,2,15,40000
12,3,1,24,40937,-4,1,12,3,0,1,-4,4,17,70000
9,2,1,25,50653,11,-4,10,6,0,1,-4,3,14,0
8,2,2,26,52618,3,-5,15,3,0,1,-4,3,-5,-5
9,1,2,22,23181,17,-4,12,4,1,0,-4,5,-4,4000
12,1,2,26,20809,17,-5,12,4,1,0,-4,5,21,14000
11,2,2,16,11840,11,2,12,6,0,0,-4,5,18,25000
11,1,1,27,48520,11,8,13,1,1,1,0,7,16,42000
11,1,1,-5,-5,-5,-5,10,3,1,1,-4,7,-5,-5
12,1,1,19,49905,-4,-4,12,5,1,0,-3,4,16,52000
9,2,2,20,226,11,2,12,2,0,0,0,4,-4,0
11,2,2,17,10380,11,3,12,2,0,0,0,4,16,0
12,3,2,18,71213,11,1,14,5,0,1,-4,4,-4,97000
13,3,1,27,37080,11,1,13,5,0,1,-4,4,16,9000
13,3,1,27,86836,11,-4,16,9,0,1,-4,7,20,160000
12,3,1,24,87553,-4,2,12,9,0,1,-4,7,17,5000
12,3,2,29,57749,11,1,16,5,0,1,-4,2,-4,44000
12,3,1,-5,-4,-4,-4,14,5,0,1,-4,3,16,80000
12,3,2,26,85588,-4,-5,16,4,0,1,-4,4,17,0
9,3,1,17,76789,-4,-4,16,4,0,1,-4,4,-4,85500
13,3,1,22,75413,11,1,14,4,0,1,1,2,16,0
12,3,2,14,64857,11,-4,15,4,0,1,1,4,13,47000
12,3,2,24,79829,11,-5,12,1,0,1,1,1,-4,-5
12,3,1,20,66546,-4,2,12,6,0,0,-4,4,-4,-5
11,3,2,23,89157,11,-5,16,6,0,0,-4,4,18,74000
10,3,2,17,47308,11,2,15,6,0,0,-4,4,-4,32000
12,3,2,19,29347,11,-4,12,2,0,1,1,2,-4,0
12,3,2,18,56677,11,-5,12,2,0,1,1,5,-4,-5
12,3,1,27,83258,1,3,12,4,0,1,-4,3,16,70000
10,3,1,24,53708,11,2,12,2,0,0,-4,0,-4,110000
11,3,1,22,45716,11,-4,12,5,0,1,-4,2,13,0
10,3,1,18,67589,-4,6,12,4,0,1,-4,2,15,-5
12,3,2,19,40026,11,-4,13,2,0,1,1,2,-4,31000
11,3,2,19,74917,11,2,14,2,0,1,1,4,16,36000
11,3,2,18,68751,-4,-5,12,4,0,1,-4,4,14,-5
11,3,2,17,54236,-4,8,12,6,0,0,-4,4,18,-5
11,3,2,23,53447,11,3,12,1,0,0,1,4,17,0
14,3,2,25,87574,11,1,14,2,0,0,1,4,25,24000
9,3,1,20,58123,1,-5,14,2,0,0,-4,1,-5,-5
8,3,1,19,99473,-4,-4,12,5,0,1,-4,2,-4,120000
7,3,1,19,10922,3,2,12,6,0,0,-4,3,15,-5
10,3,2,20,83973,-4,2,15,3,0,1,-4,2,-4,65000
9,3,2,26,59053,-4,2,12,5,0,0,-4,2,17,84000
12,3,2,23,69238,11,3,12,4,0,0,-4,5,13,61344
12,3,2,25,44255,-4,3,12,4,0,1,-4,5,-2,103000
10,3,2,17,34888,-4,2,12,3,0,0,-4,3,13,19066
12,3,2,22,68557,11,2,12,5,0,1,-4,3,17,52000
10,3,2,20,16420,-4,-4,12,5,0,1,-4,3,-4,20000
9,3,2,18,31360,-4,2,12,5,0,1,-4,3,16,18720
8,3,1,22,38276,-4,4,9,4,0,1,-4,1,-4,396970
11,3,1,22,91780,-4,-5,18,4,0,0,-4,1,15,-5
12,3,2,28,79579,11,2,13,6,0,1,-4,1,18,42000
12,3,1,26,95983,3,5,16,4,1,1,-4,2,20,28000
12,3,2,16,28755,11,2,12,2,0,1,-4,4,16,-5
11,3,1,22,30419,11,-5,14,2,0,1,-4,0,-5,-5
10,3,1,25,86927,-4,-5,12,5,0,1,-4,3,-5,-4
12,3,2,14,5931,-4,-4,12,5,0,1,-4,3,-4,0
10,3,1,21,79149,-4,-5,12,5,0,1,-4,3,14,-5
8,3,1,24,60681,-4,4,12,5,0,1,-4,3,13,75000
12,3,2,27,-4,-4,5,13,7,0,0,-4,5,19,-5
12,3,2,21,-4,11,-4,12,7,0,0,-4,5,14,29000
12,3,2,24,81924,11,4,12,6,0,1,-4,3,17,35000
12,3,2,19,76508,11,3,12,4,0,1,-4,1,20,119500
10,3,2,24,60929,-4,-4,12,6,0,0,-4,3,16,-5
11,3,1,20,97506,6,2,18,3,0,1,-4,1,25,195000
12,3,2,26,86305,11,3,13,5,0,1,-4,2,16,-5
12,3,2,20,32902,11,1,14,5,0,1,-4,2,14,65000
10,3,1,22,54302,-4,2,12,5,0,1,-4,2,-4,-5
9,3,1,20,20368,-4,-5,12,4,0,0,-4,1,-1,-5
11,3,1,-5,-5,11,-5,12,5,0,0,-4,2,-4,35000
9,3,1,-5,-5,-5,2,12,5,0,1,-4,3,-4,160000
12,3,2,25,86213,11,2,12,2,0,0,1,3,16,45000
10,3,1,22,88839,-4,3,12,6,0,0,-4,3,16,78000
12,3,1,17,73454,17,2,15,2,1,1,-4,3,19,150000
9,3,2,22,70472,11,-4,9,3,0,1,-3,3,15,0
7,3,2,25,12310,11,-4,7,4,0,0,0,2,19,0
12,3,2,19,27625,11,-4,14,4,0,1,0,5,-5,13000
11,3,2,29,54943,11,-4,12,6,0,1,-4,3,15,75000
8,3,2,18,87764,17,-4,18,6,0,1,-4,3,15,40460
11,3,2,26,63580,11,-5,12,3,0,1,-4,2,18,-5
13,3,2,22,59594,11,-5,14,4,0,1,-4,5,-4,-5
9,3,2,-5,-4,11,-4,9,1,0,1,1,2,-4,0
11,3,2,24,71105,11,-4,16,4,0,1,-4,2,16,73000
9,3,1,20,90261,6,-4,12,4,0,1,-4,2,13,13000
12,3,1,20,56903,11,-4,12,5,0,0,-4,3,14,46200
9,3,1,20,42206,-5,-5,10,5,0,0,-4,3,-5,-5
12,3,2,23,85924,11,1,17,3,0,1,-3,2,-4,0
8,3,1,25,66841,-4,12,12,4,0,1,-4,1,16,60000
13,3,2,18,75934,-4,5,16,4,0,1,-4,2,15,35000
14,3,1,23,86908,-4,-5,14,3,0,1,-4,3,-5,-5
10,3,2,20,75622,13,2,16,5,0,1,-4,2,-4,80000
12,3,2,20,35256,-4,1,12,4,0,1,-4,1,15,50000
11,3,2,20,90971,-4,-5,16,3,0,1,-4,2,-5,-5
12,3,2,20,21851,17,-4,14,5,0,1,-4,2,12,43500
15,3,2,28,50928,11,3,16,1,0,1,0,0,15,18000
11,3,1,25,70379,-4,-5,12,2,0,0,-4,2,-5,-5
12,3,1,27,59009,11,6,12,3,1,1,-4,0,-5,-5
12,3,2,24,39133,11,-4,12,7,0,0,-4,5,5,36000
12,3,2,23,73529,11,2,16,3,0,1,-4,3,19,42000
13,3,1,19,94762,-4,-4,17,4,0,1,-4,3,25,117000
12,3,2,22,49422,11,-4,14,2,0,1,-3,3,15,135000
8,3,2,20,66337,-4,2,15,4,0,0,-4,1,20,50000
8,3,1,21,77849,-4,1,13,4,0,0,-4,1,16,-5
11,3,2,25,94245,11,-4,13,3,1,1,-4,1,14,55780
9,3,2,23,89759,11,5,14,3,1,0,-4,1,14,53000
12,3,2,26,52811,11,1,20,2,0,1,-4,3,-4,86000
12,3,2,27,65844,11,-4,16,3,0,1,0,3,12,0
10,3,2,19,65354,-4,-4,17,3,0,0,-4,2,17,30000
12,3,1,17,25147,11,-5,12,1,0,1,-4,2,-5,0
12,3,2,27,74172,11,4,13,3,0,1,-4,3,17,-5
11,3,1,28,81774,11,1,18,3,0,1,-4,1,16,68000
11,3,2,27,80927,3,-4,18,5,0,1,-4,2,-4,45000
9,3,1,25,78523,3,-4,16,5,0,1,-4,2,20,50000
14,3,2,26,61494,11,3,14,4,0,1,-4,2,21,12700
12,3,1,29,49038,11,1,15,4,0,1,-4,6,18,48000
12,3,1,24,99528,11,-5,20,4,0,1,-4,1,-4,-5
11,3,2,23,93854,6,2,16,4,0,1,-4,1,16,145000
9,3,1,20,23492,11,-5,12,3,0,1,-4,1,-4,-5
10,3,1,20,100000,3,1,16,5,0,1,-4,2,16,45000
12,3,2,30,100000,11,2,16,3,0,1,-4,2,-4,120000
10,3,2,19,88799,6,1,14,2,0,1,-4,3,14,53000
12,3,2,25,62096,11,-4,12,1,0,1,0,3,16,50000
7,3,1,21,90913,-4,3,16,6,0,1,-4,3,-4,396970
8,3,1,24,89253,3,2,16,4,0,1,-4,1,13,396970
16,3,2,25,99188,11,1,18,1,0,1,-4,1,-4,0
14,3,1,24,98780,17,-5,18,2,0,1,-4,1,-1,83000
10,2,2,18,11317,2,-4,13,4,0,1,-4,4,11,0
12,2,2,22,28979,11,-5,15,4,0,1,-4,3,-5,-5
11,2,2,16,2531,11,-4,12,6,0,1,-4,5,-4,0
10,2,1,18,6558,-4,-4,12,6,0,1,-4,5,16,300
13,2,2,-5,-4,11,-4,14,4,0,1,-4,6,15,32000
12,2,2,29,49784,11,2,14,4,0,0,-4,1,18,43000
9,2,1,17,9201,-4,-4,12,4,0,1,-4,2,16,31000
6,2,2,18,3188,-4,-5,12,4,0,0,-4,2,-5,-5
8,2,1,22,8861,11,-4,12,8,0,0,-4,3,-4,0
8,2,2,18,20801,-4,1,12,8,0,0,-4,2,18,0
12,3,1,29,49060,11,4,16,3,0,1,-4,0,-4,190000
9,3,1,22,44827,17,-4,12,6,1,1,-4,3,7,67000
11,3,1,20,32252,17,-5,12,6,0,1,-4,3,-5,-5
10,3,2,20,39847,17,2,12,6,0,1,-4,3,20,-5
8,3,1,22,50489,11,7,12,5,0,0,-4,2,18,0
9,3,2,25,93333,11,-5,15,4,0,1,-4,1,-5,-5
12,3,2,27,74071,11,-5,13,5,0,1,-4,3,-5,-5
10,3,2,17,90790,3,2,19,5,1,1,-4,3,16,113000
9,3,2,19,57761,11,-4,12,5,0,1,-4,3,14,42000
7,3,1,28,57333,17,3,12,5,0,1,-4,3,16,150000
9,3,2,17,32180,11,-4,12,1,0,1,-4,2,14,-5
11,2,1,20,10846,1,-4,13,4,0,1,-4,5,-4,24000
10,3,1,25,37436,11,-5,12,3,0,0,0,3,-5,-5
9,2,2,17,57610,11,-4,9,3,0,1,1,5,-4,9000
12,3,2,-5,-5,11,-5,12,5,0,1,-4,2,-4,-5
11,3,1,19,84585,-4,-4,14,5,0,0,-4,2,22,-5
11,3,1,23,54553,-4,8,12,6,0,1,-4,4,-4,-5
8,3,2,29,74995,-4,-4,12,6,0,1,-4,4,18,-5
12,3,1,27,46544,13,-4,12,5,0,1,-4,3,-4,78000
12,3,1,30,-4,11,7,16,5,0,1,-4,3,17,0
10,3,2,22,37254,17,-5,12,5,0,1,-4,3,13,0
11,3,2,25,64154,-4,-4,12,5,0,1,-4,2,-4,40000
10,3,2,20,33379,11,4,12,5,0,1,-4,2,16,0
8,3,1,18,50215,-4,6,12,5,0,1,-4,2,16,17000
9,1,2,19,94064,17,-4,14,4,0,1,-4,1,-2,0
10,3,1,20,67468,3,1,20,3,0,1,-4,1,18,396970
8,3,2,28,93686,3,1,20,3,0,1,-4,1,15,0
10,3,1,19,35680,17,-5,12,7,0,1,-4,6,16,-5
9,3,1,18,94233,11,2,16,7,0,1,-4,6,-4,-5
10,3,2,20,24317,17,-5,12,5,0,1,-4,2,16,-5
12,3,2,21,16014,17,-5,12,5,0,1,-4,2,-4,134
11,3,1,20,97808,3,2,19,5,0,1,-4,2,17,3000
8,3,1,24,91350,3,-4,16,5,0,1,-4,2,-4,84000
11,3,1,21,80434,11,-5,14,5,0,1,-4,4,10,-5
8,3,1,20,92504,3,2,19,3,0,1,-4,4,14,396970
15,3,2,21,79088,11,-5,16,1,0,1,1,4,-5,-5
9,3,1,19,92807,3,1,20,2,0,1,-4,2,22,200000
12,3,1,27,74600,11,3,18,3,0,1,-4,1,17,66500
12,3,2,16,70700,-4,2,14,5,0,1,-4,2,17,0
10,3,1,23,85012,3,3,18,5,0,1,-4,2,16,-5
13,3,1,17,65503,11,-5,13,3,1,1,-4,2,-5,-5
15,3,1,19,82358,11,2,14,2,0,0,-4,3,16,-5
10,3,1,23,92529,3,1,20,5,1,1,-4,2,-4,396970
15,3,2,22,96590,11,1,16,5,0,1,-4,2,-4,32970
14,3,1,27,99342,3,-4,20,5,1,1,-4,2,-4,50000
11,3,1,23,97670,3,-5,16,5,0,1,-4,2,17,-5
9,3,1,25,90868,11,2,16,5,0,1,-4,2,20,168000
11,3,2,20,63988,11,1,16,5,0,1,-4,3,18,35000
12,3,2,29,81416,11,2,15,5,0,1,-3,3,16,13000
13,3,1,22,30393,11,-4,14,5,0,1,-4,3,16,-5
13,3,2,28,78030,11,-5,13,2,0,1,1,2,-4,-5
11,3,1,25,82583,3,-5,15,4,0,1,-4,2,-5,-5
10,3,1,20,51305,5,-5,12,4,0,1,-4,2,-5,0
15,3,1,26,89269,11,-5,16,4,0,1,-4,2,-4,-5
13,3,1,30,82984,11,3,15,4,0,1,-4,2,-4,90000
9,3,1,14,75101,3,-4,16,5,0,0,-4,2,-4,109000
10,3,1,20,100000,3,-5,16,7,0,1,-4,4,-4,-5
8,3,1,20,99600,3,2,17,7,0,1,-4,4,-4,144000
10,3,1,23,100000,3,-5,20,5,0,1,-4,2,15,-5
9,3,1,19,79761,11,-4,13,4,0,1,-4,1,11,48500
12,3,2,22,86544,11,-4,16,4,0,1,-4,1,-4,23000
9,3,1,23,83431,3,2,18,4,0,1,-4,1,-4,396970
9,3,2,16,23773,-4,-5,13,4,0,1,-4,1,20,-5
10,3,1,21,93865,11,1,16,6,0,1,-4,4,18,75000
8,3,2,17,71653,-4,-5,12,6,0,1,-4,4,-5,-5
10,3,1,21,92888,3,2,18,3,0,1,-4,0,15,0
14,3,1,30,93615,11,1,20,6,0,1,-4,3,-4,396970
13,3,2,21,56741,17,3,16,6,1,1,-4,3,-5,200000
11,3,2,23,51486,3,-5,17,6,0,1,-4,3,20,100000
10,3,1,21,75594,3,-4,16,6,0,1,-4,3,-4,396970
10,3,2,25,69025,17,2,14,6,0,1,-4,6,21,0
8,3,2,16,26617,11,-4,12,6,0,1,-4,6,-4,-5
13,3,1,20,84705,11,2,15,3,0,1,-4,1,19,70000
8,3,1,29,99914,3,2,16,3,0,1,-4,1,17,210000
14,3,2,19,63919,17,-4,17,4,0,1,-4,1,-4,0
10,3,1,27,74430,3,1,18,4,0,1,-4,1,-4,100000
10,3,1,23,12010,11,-4,12,4,0,1,-4,1,17,8000
10,3,2,19,27411,11,4,12,4,0,1,-4,1,17,-1
12,3,1,29,82183,11,-4,13,5,0,1,-4,4,13,75000
13,3,2,17,50191,11,3,13,1,0,1,1,2,16,62000
11,3,1,30,82472,3,-5,14,4,0,1,-4,1,-5,-5
10,3,1,19,69363,3,1,16,3,0,1,-4,1,11,48000
11,3,2,27,77538,-4,2,18,3,0,1,-4,2,14,62900
13,3,2,29,60383,11,1,18,5,0,1,1,2,18,67000
11,3,2,20,80812,-4,1,18,4,0,1,-4,1,17,21000
10,3,2,19,-4,11,1,12,8,0,1,-4,5,16,25000
8,3,2,21,-4,3,1,16,8,0,1,-4,5,19,0
15,3,1,16,77034,11,-4,18,1,1,1,1,2,-4,72000
11,3,1,30,22794,11,3,16,1,1,0,1,2,-4,27000
9,3,2,22,99492,3,1,19,4,0,1,-4,1,15,5000
9,3,2,23,76986,-4,-4,14,3,0,1,-4,3,13,60000
10,3,1,20,53785,-4,1,12,9,0,1,-4,6,16,79000
9,3,2,22,78138,-4,-4,16,9,0,1,-4,6,17,70000
12,3,2,28,87206,11,2,16,6,0,1,-4,3,16,80000
9,3,2,17,57964,-4,2,18,6,0,1,-4,3,-4,70000
8,3,2,24,98883,3,1,20,6,0,1,-4,3,-4,148000
11,3,1,16,96914,11,1,17,5,0,1,-4,2,13,73000
8,3,1,30,88365,3,1,18,5,0,1,-4,2,20,93000
11,3,2,19,33917,11,2,12,6,0,0,1,4,14,33394
12,3,2,26,9138,11,-4,14,2,0,0,-3,3,-4,0
12,3,2,19,26367,-4,-4,12,5,0,1,-4,4,16,0
12,3,1,18,45457,-4,-4,12,5,0,1,-4,4,22,-5
11,2,2,22,-4,11,8,11,7,0,0,-4,5,20,5000
10,2,1,22,24217,-4,-5,12,5,0,1,-4,3,-4,-1
8,2,1,19,3486,-4,-4,12,5,0,1,-4,3,-4,85000
9,2,2,19,16355,-4,-4,12,2,0,0,-4,7,-4,72000
-4,2,2,-5,-4,12,-4,12,1,0,1,1,3,18,0
9,2,2,21,2940,-4,-5,12,4,0,1,-4,3,17,-5
11,2,1,22,25064,11,-5,12,4,0,1,-4,2,-4,-5
10,2,2,28,1849,-4,-4,12,4,0,1,-4,2,-4,-5
10,2,2,-5,-5,-5,-5,10,5,0,1,-4,3,-5,-5
-4,2,2,21,9976,-5,-5,10,5,0,1,-4,3,-5,-5
8,2,1,-5,-5,-5,-5,12,2,0,0,-4,5,13,25000
12,2,1,22,5525,-4,3,11,11,0,1,-4,7,13,-5
11,2,1,18,12083,5,-4,12,11,0,1,-4,8,13,-5
10,2,2,20,7215,-4,-4,12,11,0,1,-4,7,14,-5
8,2,2,18,3280,-4,-4,12,11,0,1,-4,7,18,-5
7,2,1,20,5683,-4,6,15,11,0,1,-4,7,-4,-1
12,2,2,24,-4,11,-5,12,3,0,1,-4,1,-4,-5
10,2,2,17,1585,-4,2,9,3,0,0,-4,0,15,61000
12,2,1,20,25725,11,-4,15,2,0,0,-4,0,-4,58000
12,2,1,24,-5,-4,-4,13,2,0,1,-4,0,15,-5
9,2,1,-5,-4,-5,-5,12,4,0,-2,-4,3,-5,-5
13,2,2,20,33771,-4,2,16,9,0,1,-4,6,16,-5
12,2,2,21,33404,11,-4,16,9,0,1,-4,6,-4,35000
12,2,1,30,27045,-4,-4,13,9,0,1,-4,6,6,-2
10,2,1,20,4990,5,6,12,9,0,1,-4,6,14,0
10,2,1,28,65363,-4,-5,13,4,0,1,-4,4,19,-5
12,2,1,26,46335,11,1,12,4,0,1,-4,4,-4,35000
9,2,1,16,13954,11,1,12,3,0,1,-4,9,10,55000
9,2,2,27,28716,-4,-5,13,3,0,1,-4,1,-5,-5
9,2,2,27,16305,-4,-4,14,3,0,1,-4,1,16,-1
8,3,1,24,27870,11,-4,8,4,0,1,-4,3,15,36000
13,3,2,23,79541,11,-4,12,4,1,1,-4,4,-4,65000
10,3,1,22,34369,11,-4,12,4,0,0,-4,3,16,105000
13,3,2,30,79540,11,-4,18,4,0,1,-4,2,17,0
10,3,1,22,69890,-4,-4,15,4,0,1,-4,2,19,396970
14,2,1,27,78668,11,2,20,1,0,1,0,-3,18,396970
14,1,1,19,64451,11,1,16,4,1,1,1,1,-4,210000
11,3,1,24,92321,11,-4,16,3,0,1,-4,0,-4,24000
10,3,2,18,84309,11,1,17,4,0,1,-4,1,-4,30000
15,3,2,23,80373,11,1,16,2,0,1,-4,1,-4,0
11,3,1,24,99021,3,-5,20,5,0,1,-4,2,19,-5
12,3,2,23,80035,-4,-4,17,1,0,1,1,2,-4,35000
12,3,1,28,39268,11,4,12,3,0,0,-4,2,-4,78000
13,2,1,21,42958,11,-5,13,3,0,1,-4,4,17,-5
11,2,2,24,4594,-5,-5,12,8,0,1,-4,5,-4,-5
10,2,1,24,5784,-5,-5,12,8,0,0,-4,5,-4,-5
10,2,2,22,16627,-5,-4,12,8,0,1,-4,5,18,-5
8,2,2,20,17848,-4,-4,16,8,0,1,-4,5,-4,4400
15,3,1,27,92481,11,1,19,1,0,1,1,3,-4,396970
15,3,1,23,100000,11,-4,16,1,0,1,1,1,-1,396970
9,3,1,20,19851,-4,-5,10,5,0,1,-4,4,15,-5
12,3,2,21,15147,11,-4,12,5,0,1,-4,4,14,0
10,3,2,20,-4,11,-5,12,4,0,1,-4,5,-5,-5
12,3,1,24,82152,11,-5,16,3,0,1,-4,2,-4,-5
10,3,1,18,23502,11,-4,13,3,0,1,1,5,17,0
12,3,2,21,16813,11,-4,12,3,0,0,1,3,-4,20000
12,2,1,23,14441,11,-4,12,3,0,0,-4,4,-4,20000
12,2,2,24,27336,11,-4,12,2,0,1,-4,6,16,65000
8,3,1,23,37626,-4,-4,13,3,0,1,-4,0,18,0
12,3,1,25,44948,11,-5,12,3,0,1,-4,4,-5,-5
9,3,2,23,8842,-4,3,9,3,0,1,-4,4,-4,8000
12,3,2,23,36821,11,-4,13,4,0,1,-4,3,14,52000
12,3,2,13,42890,11,4,14,4,0,1,1,5,18,2000
7,3,1,24,51047,-4,-4,12,6,0,1,-4,3,17,18000
10,2,2,26,22435,17,-4,14,6,0,1,-4,4,-4,-1
9,2,2,22,5375,11,2,14,6,0,1,-4,4,16,0
10,2,2,13,16509,17,-4,17,4,0,1,-4,4,-5,-5
10,3,2,16,5933,11,-4,10,3,0,0,-4,3,-4,0
8,3,1,22,34421,17,-5,11,6,1,1,-4,4,-4,-5
8,3,1,27,20640,11,-5,7,6,1,1,-4,4,-5,-5
11,3,2,24,72427,11,-4,13,5,0,1,-4,2,-4,0
10,3,2,22,46128,3,-4,18,5,0,1,-4,2,-4,-5
9,3,2,24,-5,12,-5,9,3,0,0,1,5,15,-5
12,3,1,28,60943,11,-4,12,5,0,0,-4,2,17,65000
9,2,2,22,26462,11,-4,12,1,0,1,-4,2,-4,-5
7,2,1,22,45724,-4,-4,20,3,0,1,-4,2,14,51000
14,2,2,-5,44062,11,2,16,3,0,1,-4,1,17,45000
12,2,1,23,13462,11,3,13,3,0,1,-4,2,16,97000
8,3,1,25,68077,2,3,15,6,0,0,-4,3,14,62000
8,3,1,18,81673,-4,-4,19,6,1,1,-4,3,-4,80000
7,3,1,-5,-5,11,6,7,2,0,0,-4,4,20,0
